sno,firstname,lastname,gender,dob,personphone,city,statename,zip,primarylanguage,primaryocc,maxeducationlevel,maritalstatus,productcategory,annualincome,leadquality,datecreated
189,Linda,Hersey,female,1957-03-14,2523176388,Sullivanville,Minnesota,1141,English,Business,Postgraduate,Married,Life Insurance,84000,Average,
190,Adam,Rouse,male,1998-02-11,1282774945,North Katietown,Arkansas,54005,English,Self employed,Undergraduate,Married,Life Insurance,90000,Poor,
191,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Auto Insurance,74000,Best,
192,Thomas,Taylor,male,1940-10-10,5806688860,Glennbury,Minnesota,57304,English,Salaried,Undergraduate,Married,Disability Insurance,42000,Best,
193,Rita,Minter,female,1944-04-29,2505137851,Lake Aliciahaven,Nevada,37840,English,Salaried,Doctorate,Married,Auto Insurance,58000,Average,
194,Fausto,Truiolo,male,1965-12-29,1723411529,Melissashire,Missouri,41489,English,Salaried,Undergraduate,Married,Home Insurance,64000,Best,
195,Cassie,Hardt,female,1940-10-26,5200280260,Michaelton,Ohio,13072,English,Self employed,Secondary school,Widowed,Home Insurance,9000,Best,
196,Rosalyn,Saucedo,female,1950-07-18,6241834539,Greenbury,Iowa,28923,English,Salaried,Undergraduate,Married,Disability Insurance,50000,Best,
197,James,Gray,male,1983-04-14,4514827912,Lake Brenda,Kentucky,10100,English,Salaried,Doctorate,Married,Home Insurance,83000,Poor,
198,Douglas,Cook,male,1965-08-24,5181195704,Michaelville,Georgia,74654,English,Salaried,Undergraduate,Widowed,Disability Insurance,48000,Average,
199,Judith,Hugle,female,1999-05-12,1427324125,Brendastad,New Mexico,68087,English,Salaried,Doctorate,Unmarried,Life Insurance,58000,Best,
200,Toni,Smith,female,1966-07-30,1007941487,Johnview,Missouri,71698,English,Salaried,Undergraduate,Married,Disability Insurance,57000,Average,
201,Gilberto,Barber,male,1944-08-04,6670830766,Port Brianna,Iowa,92536,English,Salaried,Undergraduate,Divorced,Life Insurance,88000,Best,
202,Karen,Lee,female,1966-02-09,4622223669,Woodsfurt,Massachusetts,54082,English,Salaried,Doctorate,Divorced,Auto Insurance,48000,Poor,
203,Shirley,Somerville,female,1987-07-27,6592501000,Christianhaven,Florida,35035,English,Unemployed,Secondary school,Married,Home Insurance,1000,Average,
204,Wilford,Skelley,male,1945-06-02,7424223780,Lake Kathyview,Oklahoma,21891,English,Salaried,Doctorate,Married,Life Insurance,85000,Best,
205,Kim,Valentine,female,1997-12-03,4177189500,Brucefurt,Tennessee,14089,English,Self employed,Secondary school,Unmarried,Disability Insurance,5000,Best,
206,Delois,Elkins,female,1967-06-22,2595783725,Tammyport,Florida,81396,English,Salaried,Doctorate,Widowed,Life Insurance,57000,Average,
207,Douglas,Callahan,male,1973-08-14,2562432704,Robertburgh,Utah,97728,English,Salaried,Doctorate,Married,Auto Insurance,85000,Poor,
208,Diane,Wagner,female,1998-04-07,7785923557,Richardmouth,Indiana,56803,English,Salaried,Undergraduate,Unmarried,Disability Insurance,41000,Average,
209,Stephanie,Chiu,female,1984-01-12,3924033457,South Samantha,New Jersey,11064,English,Salaried,Doctorate,Married,Home Insurance,66000,Average,
210,Roberta,Young,female,1947-05-05,7323678667,Lake Karen,Washington,33153,English,Self employed,Secondary school,Married,Disability Insurance,31000,Average,
211,Robert,Haug,male,1952-03-11,9752395481,Sarahmouth,Rhode Island,62807,English,Salaried,Undergraduate,Widowed,Auto Insurance,76000,Poor,
212,Hong,Nevarez,female,1971-03-23,9735869922,South Dustinburgh,Mississippi,18141,English,Salaried,Doctorate,Divorced,Disability Insurance,57000,Best,
213,Eileen,Galyen,female,1948-09-22,7617423411,South Nancyfurt,Indiana,73672,English,Business,Postgraduate,Married,Home Insurance,69000,Poor,
214,Joseph,Paxton,male,1970-07-28,9605451553,Melissaborough,Washington,65126,English,Salaried,Postgraduate,Married,Disability Insurance,74000,Poor,
215,Guy,Young,male,1971-02-18,5627613281,Stephanieton,North Carolina,91294,English,Self employed,Secondary school,Married,Disability Insurance,30000,Poor,
216,Hilda,Mccarty,female,1994-04-17,7495719292,Lake Jonathan,Connecticut,26423,English,Salaried,Postgraduate,Unmarried,Auto Insurance,78000,Best,
217,Robert,Perez,male,1969-01-27,4631542481,North Ashley,Arizona,15336,English,Salaried,Postgraduate,Divorced,Home Insurance,59000,Average,
218,Tamara,Lowe,female,2000-02-18,4999622432,Port Brian,Alabama,72106,English,Salaried,Doctorate,Married,Auto Insurance,74000,Average,
219,James,Gray,male,1983-04-14,4514827912,Lake Brenda,Kentucky,10100,English,Salaried,Doctorate,Married,Life Insurance,83000,Poor,
220,Linda,Harewood,female,1969-02-06,8762485673,North Baileyhaven,North Carolina,36720,English,Business,Postgraduate,Divorced,Disability Insurance,92000,Poor,
221,Timothy,Greer,not specified,1947-08-06,2288049810,South Davidville,Ohio,39288,English,Salaried,Undergraduate,Widowed,Life Insurance,74000,Best,
222,Linda,Vierk,female,1995-05-10,6513241852,Suttonshire,Kentucky,68594,English,Business,Postgraduate,Married,Auto Insurance,76000,Average,
223,Scott,Fast,male,1971-05-25,2256078510,New Samantha,Massachusetts,72074,English,Business,Postgraduate,Married,Auto Insurance,61000,Best,
224,Patricia,Hoerner,female,1948-10-21,5861426000,Lake Matthew,Massachusetts,34737,English,Self employed,Secondary school,Widowed,Life Insurance,9000,Poor,
225,Gary,Cupples,male,1963-02-23,8992594831,East Krystal,Illinois,75654,English,Salaried,Postgraduate,Married,Auto Insurance,44000,Poor,
226,Yoshiko,Erickson,female,1976-03-26,7846847607,Micheletown,North Dakota,47351,English,Unemployed,Elementary school,Married,Life Insurance,1000,Best,
227,Gloria,Voigt,female,2001-08-19,5303765704,Haroldborough,California,89260,English,Self employed,Secondary school,Married,Auto Insurance,33000,Poor,
228,Megan,Arsenault,female,1984-03-09,6493725672,Mooneyfort,Minnesota,56517,English,Salaried,Doctorate,Married,Disability Insurance,69000,Average,
229,Eric,Dejesus,male,1984-10-10,1805916337,Brettmouth,Pennsylvania,50574,English,Unemployed,Elementary school,Married,Disability Insurance,1000,Poor,
230,Van,Frizzell,female,1943-11-18,9532103406,East Nataliefurt,Georgia,33383,English,Unemployed,Elementary school,Married,Home Insurance,1000,Best,
231,Vicki,Rodriguez,not specified,1961-09-10,7816159908,Perezside,Virginia,28184,English,Salaried,Doctorate,Married,Disability Insurance,65000,Best,
232,Jeanette,Howell,female,1951-09-06,6731214323,East Stephanieview,New York,83777,English,Salaried,Undergraduate,Divorced,Auto Insurance,51000,Average,
233,Michael,Keener,male,1958-12-15,3948455774,Caldwellstad,California,27289,English,Self employed,Elementary school,Married,Home Insurance,9000,Average,
234,Edward,Hirth,male,1944-03-13,1538515771,East Charles,Tennessee,76980,English,Salaried,Undergraduate,Widowed,Life Insurance,72000,Best,
235,Joan,Mccullen,female,1972-03-19,4231554333,Mikeside,Tennessee,97930,English,Salaried,Undergraduate,Widowed,Disability Insurance,53000,Best,
236,Dale,Keister,male,1975-04-01,2942184273,West Andrewchester,Nebraska,22855,English,Salaried,Undergraduate,Married,Disability Insurance,58000,Average,
237,Joseph,Paxton,male,1970-07-28,9605451553,Melissaborough,Washington,65126,English,Salaried,Postgraduate,Married,Home Insurance,74000,Poor,
238,Henry,Hamilton,male,1967-05-18,5487955816,Dianaville,Massachusetts,32387,English,Salaried,Undergraduate,Divorced,Auto Insurance,65000,Best,
239,Dorothy,Sookram,female,1953-05-21,3751639495,Coleburgh,Ohio,700,English,Business,Postgraduate,Widowed,Disability Insurance,66000,Poor,
240,Beverly,Parker,female,1966-03-15,1484298860,Port Morgan,Nebraska,49899,English,Salaried,Doctorate,Married,Auto Insurance,60000,Poor,
241,William,Mabe,male,1992-11-25,6209665899,Lake Susanborough,Florida,40974,English,Salaried,Undergraduate,Married,Life Insurance,51000,Poor,
242,Margaret,Filthaut,female,1965-03-18,7785451299,Jensenstad,Indiana,40316,English,Salaried,Doctorate,Married,Auto Insurance,74000,Average,
243,Katherine,Booker,female,1973-05-02,8965661189,South Shelby,Montana,8823,English,Self employed,Secondary school,Married,Life Insurance,4000,Average,
244,Roy,Shouse,male,2001-03-27,6869643402,West Michaelfurt,Arizona,71105,English,Self employed,Secondary school,Unmarried,Home Insurance,35000,Poor,
245,Charles,Stewart,male,1977-04-17,5140770904,West Robin,Oklahoma,66347,English,Salaried,Undergraduate,Married,Disability Insurance,83000,Average,
246,Marilyn,Gilbert,female,1944-02-05,6607298349,Cookland,North Carolina,67724,English,Business,Postgraduate,Married,Auto Insurance,75000,Best,
247,Wayne,Jeter,male,1984-11-26,3188753702,Judithton,Wisconsin,76031,English,Unemployed,Elementary school,Married,Home Insurance,1000,Average,
248,Lawrence,Robinson,male,1971-12-26,4603130833,Rickfort,New Hampshire,67733,English,Salaried,Doctorate,Married,Life Insurance,65000,Average,
249,Catherine,Green,female,1963-08-13,6956817880,Lake Marcus,Indiana,74596,English,Salaried,Undergraduate,Married,Disability Insurance,59000,Poor,
250,Daniel,Newman,male,1958-06-21,7908134054,New Hannahchester,Kansas,96408,English,Salaried,Doctorate,Married,Auto Insurance,88000,Best,
251,Brandon,Sites,male,1996-07-29,3064755314,Port Jennifer,Nebraska,39680,English,Salaried,Undergraduate,Unmarried,Auto Insurance,83000,Poor,
252,Patricia,Schleich,female,1955-10-19,9070615209,Figueroaview,Georgia,33806,English,Salaried,Doctorate,Widowed,Disability Insurance,43000,Poor,
253,Ferdinand,Metz,male,1946-08-21,9595320221,East Annafort,Vermont,86768,English,Salaried,Undergraduate,Married,Home Insurance,40000,Best,
254,Katie,Gomez,female,1940-07-03,5478580135,Briggsbury,Vermont,85488,English,Salaried,Undergraduate,Married,Home Insurance,52000,Average,
255,Robert,Kulikowski,male,1941-03-10,1796373677,Barrettland,Delaware,55776,English,Salaried,Undergraduate,Widowed,Life Insurance,72000,Best,
256,Jerrod,Bowman,male,1957-03-17,2711795515,Butlerbury,Maine,81397,English,Business,Postgraduate,Married,Home Insurance,71000,Best,
257,Harold,Conway,male,1955-05-12,3378249878,Staceyborough,South Carolina,45973,English,Self employed,Elementary school,Divorced,Home Insurance,60000,Average,
258,David,Lacher,male,1974-01-19,2964095393,East Johnside,Alaska,87622,English,Salaried,Undergraduate,Divorced,Disability Insurance,40000,Poor,
259,Lawrence,Robinson,male,1971-12-26,4603130833,Rickfort,New Hampshire,67733,English,Salaried,Doctorate,Married,Home Insurance,65000,Average,
260,John,Baxter,male,1959-09-26,7897456971,Port Roberta,Delaware,85942,English,Salaried,Undergraduate,Married,Auto Insurance,75000,Poor,
261,Marian,Clark,female,1956-08-10,5193464043,Port Jamesfort,Oklahoma,91960,English,Salaried,Undergraduate,Divorced,Home Insurance,84000,Poor,
262,Lucy,Bowmer,female,1983-01-25,8581117349,Port Shaun,Louisiana,23389,English,Business,Postgraduate,Divorced,Life Insurance,62000,Best,
263,Alison,Stringer,female,1949-01-16,9811322808,Lake Samanthastad,New Hampshire,64671,English,Salaried,Undergraduate,Widowed,Home Insurance,83000,Poor,
264,Sally,Coon,female,1980-06-03,2155411471,Michaelborough,Idaho,31771,English,Business,Postgraduate,Widowed,Auto Insurance,65000,Average,
265,Kamilah,Prentice,female,1970-06-12,6658750131,Jeffreychester,Kentucky,33308,English,Unemployed,Secondary school,Married,Disability Insurance,3000,Best,
266,Adelaide,Howard,not specified,1984-05-22,1494758033,Colliertown,West Virginia,59771,English,Self employed,Secondary school,Widowed,Home Insurance,31000,Average,
267,Wayne,Jeter,male,1984-11-26,3188753702,Judithton,Wisconsin,76031,English,Unemployed,Elementary school,Married,Home Insurance,1000,Average,
268,Dale,Montejano,male,1991-08-16,2445661887,Flemingburgh,Georgia,1065,English,Business,Postgraduate,Unmarried,Disability Insurance,71000,Average,
269,Teresa,Matusz,female,1993-02-10,6554748189,West Gabrielaberg,Virginia,60130,English,Business,Postgraduate,Unmarried,Home Insurance,79000,Poor,
270,Judy,Frick,female,1965-08-04,3914525212,Port Angela,Arkansas,95459,English,Business,Postgraduate,Widowed,Auto Insurance,88000,Poor,
271,Robbie,Pante,male,1988-02-15,5980223423,Michaelside,Ohio,70050,English,Business,Postgraduate,Married,Auto Insurance,92000,Best,
272,Arlene,Morales,female,1986-01-15,6249875165,Aaronville,Arizona,64338,English,Salaried,Undergraduate,Widowed,Disability Insurance,47000,Poor,
273,Joe,Haskell,male,1948-11-28,5294810385,North Jonathan,Missouri,46513,English,Salaried,Doctorate,Married,Home Insurance,67000,Average,
274,Lois,Gustin,female,1998-12-20,3954517594,West Michellefort,Indiana,24172,English,Salaried,Undergraduate,Married,Disability Insurance,49000,Average,
275,Floyd,Anderson,male,1972-09-25,8439303496,West Lindseystad,Michigan,38706,English,Salaried,Undergraduate,Married,Disability Insurance,86000,Average,
276,Frances,Rankin,female,1950-09-27,4021215427,North Neil,Maine,34801,English,Business,Postgraduate,Married,Home Insurance,60000,Average,
277,Darrell,Madina,male,1987-03-09,8894445561,Lake Michael,North Dakota,42860,English,Salaried,Postgraduate,Divorced,Disability Insurance,49000,Average,
278,Dale,Keister,male,1975-04-01,2942184273,West Andrewchester,Nebraska,22855,English,Salaried,Undergraduate,Married,Auto Insurance,58000,Average,
279,Douglas,Chew,male,1976-11-26,5188070396,Anneshire,New Hampshire,57388,English,Unemployed,Secondary school,Divorced,Life Insurance,1000,Average,
280,Jared,Pitt,male,1961-01-14,1590965091,East Cameronstad,Delaware,11992,English,Salaried,Undergraduate,Married,Auto Insurance,76000,Average,
281,Gloria,Morgan,female,1942-03-13,5696668817,New Andrea,Pennsylvania,91849,English,Business,Postgraduate,Married,Life Insurance,82000,Best,
282,Robert,Peter,male,1955-09-15,7059605880,West Stephanieside,Iowa,52878,English,Salaried,Postgraduate,Married,Auto Insurance,61000,Best,
283,Marcus,Jones,male,1960-06-06,6485659707,West Jay,Nevada,22267,English,Business,Postgraduate,Married,Disability Insurance,90000,Best,
284,Julio,Borgen,male,1954-05-11,4903359631,Eileenborough,Colorado,94890,English,Self employed,Elementary school,Married,Disability Insurance,4000,Poor,
285,Vicki,Alexander,female,1980-06-19,3374020497,Sarabury,Montana,25847,English,Salaried,Undergraduate,Married,Life Insurance,85000,Best,
286,Arlene,Morales,female,1986-01-15,6249875165,Aaronville,Arizona,64338,English,Salaried,Undergraduate,Widowed,Disability Insurance,47000,Poor,
287,Johnny,Herrmann,male,1978-07-25,9549826358,Angelashire,Louisiana,34861,English,Self employed,Secondary school,Married,Life Insurance,12000,Poor,
288,Joseph,Paxton,male,1970-07-28,9605451553,Melissaborough,Washington,65126,English,Salaried,Postgraduate,Married,Auto Insurance,74000,Poor,
289,Richard,Marchant,male,1991-08-02,3086888080,Michaelshire,Kansas,77241,English,Self employed,Elementary school,Unmarried,Auto Insurance,12000,Poor,
290,Adam,Rouse,male,1998-02-11,1282774945,North Katietown,Arkansas,54005,English,Self employed,Undergraduate,Married,Life Insurance,90000,Poor,
291,Megan,Arsenault,female,1984-03-09,6493725672,Mooneyfort,Minnesota,56517,English,Salaried,Doctorate,Married,Life Insurance,69000,Average,
292,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Home Insurance,74000,Best,
293,Mary,Tuttle,female,1996-01-07,5254454717,East Sarahfort,North Dakota,60631,English,Salaried,Undergraduate,Unmarried,Auto Insurance,73000,Best,
294,Stephanie,Chiu,female,1984-01-12,3924033457,South Samantha,New Jersey,11064,English,Salaried,Doctorate,Married,Life Insurance,66000,Average,
295,Adrienne,Farnham,female,1963-07-27,8936991396,Port Katherineton,Colorado,4961,English,Business,Postgraduate,Widowed,Home Insurance,87000,Average,
296,Scott,Fast,male,1971-05-25,2256078510,New Samantha,Massachusetts,72074,English,Business,Postgraduate,Married,Disability Insurance,61000,Best,
297,Rita,Minter,female,1944-04-29,2505137851,Lake Aliciahaven,Nevada,37840,English,Salaried,Doctorate,Married,Disability Insurance,58000,Average,
298,Dana,Guillen,female,1987-03-26,4223015234,North Shane,Indiana,11268,English,Business,Postgraduate,Married,Life Insurance,73000,Poor,
299,Jennifer,Soto,female,1952-01-25,1405102642,North Steven,Kentucky,89837,English,Salaried,Undergraduate,Married,Home Insurance,52000,Best,
300,Michael,Watkins,male,1975-07-22,4041820605,Port Steveport,North Carolina,51569,English,Business,Postgraduate,Widowed,Life Insurance,74000,Average,
301,Virginia,Bolstad,female,1956-09-19,7371616258,Jenniferhaven,North Carolina,23548,English,Salaried,Doctorate,Divorced,Auto Insurance,59000,Poor,
302,Angel,Wilkins,female,1985-02-08,8985490900,Michaelborough,Kentucky,37967,English,Salaried,Postgraduate,Married,Home Insurance,59000,Poor,
303,Edmundo,Custodio,male,1980-07-06,9320182783,Williamshaven,Illinois,86660,English,Self employed,Secondary school,Married,Life Insurance,31000,Average,
304,Susan,Kasky,female,1997-11-05,6254450768,Winterston,Delaware,81429,English,Salaried,Postgraduate,Unmarried,Home Insurance,76000,Average,
305,Peter,Batton,male,1979-02-13,8963310848,East Katelyn,Louisiana,46121,English,Salaried,Undergraduate,Widowed,Life Insurance,66000,Average,
306,Mark,Roderiquez,male,1952-11-07,2837207348,West Jacob,West Virginia,18620,English,Business,Postgraduate,Married,Disability Insurance,70000,Average,
307,Rebecca,Bess,female,1972-02-11,6979088394,East Melissafurt,Connecticut,3123,English,Salaried,Undergraduate,Married,Disability Insurance,59000,Poor,
